"FileName","Coverage","Source","SRR_Illumina","SRR_Nanopore","StrainName","StandardizedName","GeographicOrigin","EcoOrigin","Country","Continent","PositionOnTree","Clade","SubClade"
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/AAA/RunsSolexa/130514_SOUFRE_C2420ACXX/BCM_AAAOSW_6_1_C2420ACXX.IND1_clean.fastq.gz",217.5,"1011","ERR1309487","","RM11-1a","AAA","California_USA","Wine","USA","North America",193,"1. Wine",NA
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/AAB/RunsSolexa/130514_SOUFRE_C2420ACXX/BCM_AABOSW_6_1_C2420ACXX.IND2_clean.fastq.gz",205.91,"1011","ERR1308784","","CBS422a","AAB","Odessa_Ukraine","Beer","Ukraine","Europe",1038,"8. Belgium Beer",NA
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/AAC/RunsSolexa/130514_SOUFRE_C2420ACXX/BCM_AACOSW_6_1_C2420ACXX.IND3_clean.fastq.gz",270.71,"1011","ERR1309038","","CBS2165a","AAC","England","Beer","United Kingdom","Europe",1213,"10. UK Beer",NA
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/AAD/RunsSolexa/130514_SOUFRE_C2420ACXX/BCM_AADOSW_6_1_C2420ACXX.IND4_clean.fastq.gz",205.23,"1011","ERR1308805","","CBS436a","AAD","Japan","Sake","Japan","Asia",1974,"18. Asian Fermentation","18.4 Sake"
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/AAE/RunsSolexa/130514_SOUFRE_C2420ACXX/BCM_AAEOSW_6_1_C2420ACXX.IND5_clean.fastq.gz",227.87,"1011","ERR1309410","","CBS2806a","AAE","Slovakia","Wine","Slovakia","Europe",779,"1. Wine","1.8 Georgian Wine"
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/AAG/RunsSolexa/130514_SOUFRE_C2420ACXX/BCM_AAGOSW_6_1_C2420ACXX.IND7_clean.fastq.gz",212.53,"1011","ERR1308974","","CBS428a","AAG",NA,NA,NA,NA,1748,"16. USA Clinical 1",NA
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/AAH/RunsSolexa/130514_SOUFRE_C2420ACXX/BCM_AAHOSW_6_1_C2420ACXX.IND8_clean.fastq.gz",264.18,"1011","ERR1309088","","CBS1388a","AAH",NA,NA,NA,NA,1125,NA,NA
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/AAI/RunsSolexa/130514_SOUFRE_C2420ACXX/BCM_AAIOSW_6_1_C2420ACXX.IND9_clean.fastq.gz",242.7,"1011","ERR1309457","","CBS2966a","AAI","Denmark","Distillery","Denmark","Europe",70,"1. Wine",NA
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/AAK/RunsSolexa/130514_SOUFRE_C2420ACXX/BCM_AAKOSW_6_1_C2420ACXX.IND10_clean.fastq.gz",266.68,"1011","ERR1308664","","CBS4093a","AAK","Spain","Wine","Spain","Europe",733,"1. Wine","1.8 Georgian Wine"
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/AAL/RunsSolexa/130725_FLUOR_D2BT6ACXX/BCM_AALOSW_3_1_D2BT6ACXX.IND1_clean.fastq.gz",188.19,"1011","ERR1309297","","CBS1236-a","AAL","France","Bakery","France","Europe",1267,"11. Mixed Origins",NA
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/AAM/RunsSolexa/130725_FLUOR_D2BT6ACXX/BCM_AAMOSW_3_1_D2BT6ACXX.IND7_clean.fastq.gz",188.01,"1011","ERR1308737","","CLIB192_1b","AAM","France","Bakery","France","Europe",1268,"11. Mixed Origins",NA
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/AAN/RunsSolexa/130725_FLUOR_D2BT6ACXX/BCM_AANOSW_3_1_D2BT6ACXX.IND8_clean.fastq.gz",188.91,"1011","ERR1308608","","CLIB274_1","AAN","Czech Republic","Bakery","Czech Republic","Czech Republic",1353,"11. Mixed Origins",NA
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/AAP/RunsSolexa/130725_FLUOR_D2BT6ACXX/BCM_AAPOSW_3_1_D2BT6ACXX.IND9_clean.fastq.gz",196.51,"1011","ERR1309494","","CLIB326_1","AAP","Australia","Bakery","Australia","Oceania",1348,"11. Mixed Origins",NA
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/AAQ/RunsSolexa/130725_FLUOR_D2BT6ACXX/BCM_AAQOSW_3_1_D2BT6ACXX.IND10_clean.fastq.gz",164.93,"1011","ERR1309237","","CLIB272_2","AAQ","USA","Beer","USA","North America",1040,"8. Belgium Beer",NA
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/AAR/RunsSolexa/130725_FLUOR_D2BT6ACXX/BCM_AAROSW_3_1_D2BT6ACXX.IND11_clean.fastq.gz",215.96,"1011","ERR1308657","","CLIB382_1b","AAR","Ireland","Beer","Ireland","Europe",1084,"8. Belgium Beer",NA
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/AAS/RunsSolexa/130725_FLUOR_D2BT6ACXX/BCM_AASOSW_3_1_D2BT6ACXX.IND2_clean.fastq.gz",177.06,"1011","ERR1309268","","YJM145_b","AAS","USA","Human_clinical","USA","North America",1662,NA,NA
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/AAT/RunsSolexa/130725_FLUOR_D2BT6ACXX/BCM_AATOSW_3_1_D2BT6ACXX.IND12_clean.fastq.gz",200.89,"1011","ERR1308747","","YJM280_b","AAT","USA","Human_clinical","USA","North America",1656,"16. USA Clinical 1",NA
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/AAV/RunsSolexa/130725_FLUOR_D2BT6ACXX/BCM_AAVOSW_3_1_D2BT6ACXX.IND13_clean.fastq.gz",188.09,"1011","ERR1309414","","YJM320b","AAV","California_USA","Human_clinical","USA","North America",1644,"16. USA Clinical 1",NA
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/ABA/RunsSolexa/130725_FLUOR_D2BT6ACXX/BCM_ABAOSW_3_1_D2BT6ACXX.IND14_clean.fastq.gz",216.88,"1011","ERR1308820","","YJM326_b","ABA","California_USA","Human_clinical","USA","North America",1636,"16. USA Clinical 1",NA
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/ABB/RunsSolexa/130725_FLUOR_D2BT6ACXX/BCM_ABBOSW_5_1_D2BT6ACXX.IND15_clean.fastq.gz",196.77,"1011","ERR1308725","","YJM413_b","ABB","USA","Human_clinical","USA","North America",2066,"18. Asian Fermentation","18.7 Mantou 3"
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/ABC/RunsSolexa/130725_FLUOR_D2BT6ACXX/BCM_ABCOSW_5_1_D2BT6ACXX.IND16_clean.fastq.gz",204.43,"1011","ERR1309192","","YJM421_b","ABC","USA","Human_clinical","USA","North America",2141,"19. USA Clinical 2",NA
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/ABD/RunsSolexa/130725_FLUOR_D2BT6ACXX/BCM_ABDOSW_5_1_D2BT6ACXX.IND1_clean.fastq.gz",206.14,"1011","ERR1309216","","YJM428_1b","ABD","California_USA","Human_clinical","USA","North America",1708,"17. West African Cocoa",NA
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/ABE/RunsSolexa/130725_FLUOR_D2BT6ACXX/BCM_ABEOSW_5_1_D2BT6ACXX.IND2_clean.fastq.gz",196.82,"1011","ERR1309094","","YJM434_1b","ABE",NA,"Human_clinical",NA,NA,33,"1. Wine",NA
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/ABF/RunsSolexa/130725_FLUOR_D2BT6ACXX/BCM_ABFOSW_6_1_D2BT6ACXX.IND1_clean.fastq.gz",183.13,"1011","ERR1308756","","YJM436_1b","ABF",NA,"Human_clinical",NA,NA,2123,"19. USA Clinical 2",NA
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/ABG/RunsSolexa/130725_FLUOR_D2BT6ACXX/BCM_ABGOSW_5_1_D2BT6ACXX.IND9_clean.fastq.gz",177.41,"1011","ERR1308928","","YJM440_1b","ABG",NA,"Human_clinical",NA,NA,1650,NA,NA
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/ABH/RunsSolexa/130725_FLUOR_D2BT6ACXX/BCM_ABHOSW_5_1_D2BT6ACXX.IND11_clean.fastq.gz",182.62,"1011","ERR1309451","","YJM454_1b","ABH",NA,"Human_clinical",NA,NA,1597,NA,NA
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/ABI/RunsSolexa/130725_FLUOR_D2BT6ACXX/BCM_ABIOSW_5_1_D2BT6ACXX.IND12_clean.fastq.gz",208.24,"1011","ERR1309242","","YJM653_1b","ABI","USA","Human_clinical","USA","North America",1618,"16. USA Clinical 1",NA
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/ABK/RunsSolexa/130725_FLUOR_D2BT6ACXX/BCM_ABKOSW_5_1_D2BT6ACXX.IND13_clean.fastq.gz",202.3,"1011","ERR1309051","","YJM678_1b","ABK",NA,"Human_clinical",NA,NA,1632,"16. USA Clinical 1",NA
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/ABL/RunsSolexa/130725_FLUOR_D2BT6ACXX/BCM_ABLOSW_5_1_D2BT6ACXX.IND3_clean.fastq.gz",294.93,"1011","ERR1309450","","CBS2888_1b","ABL","South Africa","Soil","South Africa","Africa",2325,"22. East Asian Wild","22.5 Taiwanese Wild 3"
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/ABM/RunsSolexa/130725_FLUOR_D2BT6ACXX/BCM_ABMOSW_5_1_D2BT6ACXX.IND14_clean.fastq.gz",198.27,"1011","ERR1309305","","CBS3093_1b","ABM","Spain","Industrial","Spain","Europe",803,"2. Alpechin",NA
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/ABP/RunsSolexa/130725_FLUOR_D2BT6ACXX/BCM_ABPOSW_6_1_D2BT6ACXX.IND16_clean.fastq.gz",214.87,"1011","ERR1309483","","CECT10109_1b","ABP","Spain","Fruit","Spain","Europe",530,"1. Wine",NA
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/ABQ/RunsSolexa/130725_FLUOR_D2BT6ACXX/BCM_ABQOSW_6_1_D2BT6ACXX.IND11_clean.fastq.gz",202.47,"1011","ERR1309108","","DBVPG1788_1b","ABQ","Finland","Soil","Finland","Europe",42,"1. Wine",NA
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/ABR/RunsSolexa/130725_FLUOR_D2BT6ACXX/BCM_ABROSW_6_1_D2BT6ACXX.IND12_clean.fastq.gz",189,"1011","ERR1308614","","DBVPG1794_1b","ABR","Finland","Soil","Finland","Europe",41,"1. Wine",NA
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/ABS/RunsSolexa/130725_FLUOR_D2BT6ACXX/BCM_ABSOSW_6_1_D2BT6ACXX.IND13_clean.fastq.gz",297.09,"1011","ERR1309033","","DBVPG3591_1b","ABS",NA,"Nature",NA,NA,330,"1. Wine",NA
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/ABT/RunsSolexa/130725_FLUOR_D2BT6ACXX/BCM_ABTOSW_6_1_D2BT6ACXX.IND14_clean.fastq.gz",209.22,"1011","ERR1308686","","DBVPG4651_1b","ABT","Italy","Nature","Italy","Europe",519,"1. Wine",NA
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/ABV/RunsSolexa/130725_FLUOR_D2BT6ACXX/BCM_ABVOSW_6_1_D2BT6ACXX.IND3_clean.fastq.gz",240.55,"1011","ERR1308582","","DBVPG6861","ABV","Tijuca forest_Rio de Janeiro_Brazil","Water","Brazil","South America",1338,"11. Mixed Origins",NA
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/ACA/RunsSolexa/130725_FLUOR_D2BT6ACXX/BCM_ACAOSW_6_1_D2BT6ACXX.IND4_clean.fastq.gz",229.96,"1011","ERR1309429","","EM93_3","ACA","California_USA","Fruit","USA","North America",1455,"12. Lab Strains",NA
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/ACB/RunsSolexa/130725_FLUOR_D2BT6ACXX/BCM_ACBOSW_6_1_D2BT6ACXX.IND5_clean.fastq.gz",249.29,"1011","ERR1308825","","TL229S2.2","ACB","France","Dairy","France","Europe",1456,"12. Lab Strains",NA
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/ACC/RunsSolexa/130725_FLUOR_D2BT6ACXX/BCM_ACCOSW_7_1_D2BT6ACXX.IND6_clean.fastq.gz",244.99,"1011","ERR1308993","","YPS1000_1b","ACC","USA","Tree","USA","North America",2314,"22. East Asian Wild","22.3 South American Wild"
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/ACD/RunsSolexa/130725_FLUOR_D2BT6ACXX/BCM_ACDOSW_7_1_D2BT6ACXX.IND17_clean.fastq.gz",202.43,"1011","ERR1308915","","YPS163_1b","ACD","USA","Tree","USA","North America",2537,"22. East Asian Wild","22.5 Taiwanese Wild 3"
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/ACF/RunsSolexa/130725_FLUOR_D2BT6ACXX/BCM_ACFOSW_7_1_D2BT6ACXX.IND19_clean.fastq.gz",202.32,"1011","ERR1309423","","CLIB294_1b","ACF","France","Distillery","France","Europe",79,"1. Wine",NA
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/ACG/RunsSolexa/130725_FLUOR_D2BT6ACXX/BCM_ACGOSW_7_1_D2BT6ACXX.IND20_clean.fastq.gz",177.98,"1011","ERR1309431","","CLIB413_1b","ACG","China","Fermentation","China","Asia",836,"3. Cider",NA
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/ACH/RunsSolexa/130725_FLUOR_D2BT6ACXX/BCM_ACHOSW_7_1_D2BT6ACXX.IND10_clean.fastq.gz",204.14,"1011","ERR1309194","","CLIB483_1b","ACH","Brittany_France","Cider","France","Europe",837,"3. Cider",NA
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/ACI/RunsSolexa/130725_FLUOR_D2BT6ACXX/BCM_ACIOSW_7_1_D2BT6ACXX.IND7_clean.fastq.gz",183.1,"1011","ERR1309154","","Y10_1b","ACI","Philippines","Fruit","Philippines","Asia",2146,NA,NA
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/ACK/RunsSolexa/130725_FLUOR_D2BT6ACXX/BCM_ACKOSW_7_1_D2BT6ACXX.IND8_clean.fastq.gz",222.82,"1011","ERR1308893","","Y12_1b","ACK","Ivory Coast","Palm wine","Ivory Coast","Africa",2065,"18. Asian Fermentation","18.7 Mantou 3"
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/ACL/RunsSolexa/130725_FLUOR_D2BT6ACXX/BCM_ACLOSW_7_1_D2BT6ACXX.IND9_clean.fastq.gz",211.88,"1011","ERR1309459","","Y3_1b","ACL",NA,"Palm wine",NA,NA,2126,NA,NA
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/ACM/RunsSolexa/130725_FLUOR_D2BT6ACXX/BCM_ACMOSW_7_1_D2BT6ACXX.IND2_clean.fastq.gz",216.15,"1011","ERR1308607","","Y9_4","ACM","Indonesia","Fermentation","Indonesia","Asia",2063,"18. Asian Fermentation","18.7 Mantou 3"
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/ACN/RunsSolexa/130725_FLUOR_D2BT6ACXX/BCM_ACNOSW_8_1_D2BT6ACXX.IND3_clean.fastq.gz",190.73,"1011","ERR1308890","","YJM269_1b","ACN","Austria","Wine","Austria","Europe",1442,"12. Lab Strains",NA
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/ACP/RunsSolexa/130725_FLUOR_D2BT6ACXX/BCM_ACPOSW_8_1_D2BT6ACXX.IND4_clean.fastq.gz",241.15,"1011","ERR1308665","","CLIB154_1b","ACP","Russia","Wine","Russia","Europe",133,"1. Wine",NA
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/ACQ/RunsSolexa/130725_FLUOR_D2BT6ACXX/BCM_ACQOSW_8_1_D2BT6ACXX.IND5_clean.fastq.gz",217.71,"1011","ERR1308618","","CLIB219_2b","ACQ","Russia","Wine","Russia","Europe",2216,"22. East Asian Wild","22.1 Chinese Wild 2"
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/ACR/RunsSolexa/130813_CARBONE_D2BM7ACXX/BCM_ACROSW_2_1_D2BM7ACXX.IND10_clean.fastq.gz",272.7,"1011","ERR1309466","","DBVPG1339_1b","ACR","Netherlands","Wine","Netherlands","Europe",351,"1. Wine",NA
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/ACS/RunsSolexa/130813_CARBONE_D2BM7ACXX/BCM_ACSOSW_2_1_D2BM7ACXX.IND11_clean.fastq.gz",238.47,"1011","ERR1309144","","I14_1b","ACS","Italy","Wine","Italy","Europe",826,NA,NA
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/ACT/RunsSolexa/130813_CARBONE_D2BM7ACXX/BCM_ACTOSW_2_1_D2BM7ACXX.IND12_clean.fastq.gz",242.82,"1011","ERR1308791","","UC8_1b","ACT","South Africa","Wine","South Africa","Africa",478,"1. Wine",NA
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/ACV/RunsSolexa/130813_CARBONE_D2BM7ACXX/BCM_ACVOSW_2_1_D2BM7ACXX.IND13_clean.fastq.gz",255.93,"1011","ERR1308596","","WE372_1b","ACV","South Africa","Wine","South Africa","Africa",479,"1. Wine",NA
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/ADA/RunsSolexa/130813_CARBONE_D2BM7ACXX/BCM_ADAOSW_2_1_D2BM7ACXX.IND14_clean.fastq.gz",267.17,"1011","ERR1309427","","Y55_1b","ADA","France","Wine","France","Europe",1449,NA,NA
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/ADB/RunsSolexa/130813_CARBONE_D2BM7ACXX/BCM_ADBOSW_2_1_D2BM7ACXX.IND15_clean.fastq.gz",259.21,"1011","ERR1309415","","Y9J_1b","ADB","Japan","Wine","Japan","Asia",573,"1. Wine",NA
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/ADC/RunsSolexa/130813_CARBONE_D2BM7ACXX/BCM_ADCOSW_2_1_D2BM7ACXX.IND16_clean.fastq.gz",258.65,"1011","ERR1308809","","UC1_1b","ADC","France","Wine","France","Europe",182,"1. Wine",NA
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/ADD/RunsSolexa/130813_CARBONE_D2BM7ACXX/BCM_ADDOSW_2_1_D2BM7ACXX.IND17_clean.fastq.gz",224.66,"1011","ERR1308917","","IL_01_b","ADD","Illinois_USA","Soil","USA","North America",442,"1. Wine","1.3 Italian Clinical"
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/ADE/RunsSolexa/130813_CARBONE_D2BM7ACXX/BCM_ADEOSW_2_1_D2BM7ACXX.IND18_clean.fastq.gz",261.47,"1011","ERR1309020","","PW5_b","ADE","Aba_Abia State_Nigeria","Palm wine","Nigeria","Africa",1535,"14. Mexican Agave",NA
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/ADF/RunsSolexa/130812_FLUOR_D2C6RACXX/BCM_ADFOSW_4_1_D2C6RACXX.IND19_clean.fastq.gz",270.63,"1011","ERR1309089","","YPS1009_b","ADF","USA","Tree","USA","North America",2189,"21. African Palm Wine",NA
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/ADG/RunsSolexa/130812_FLUOR_D2C6RACXX/BCM_ADGOSW_4_1_D2C6RACXX.IND20_clean.fastq.gz",264.64,"1011","ERR1308685","","NC_02_b","ADG","North Carolina_USA","Tree","USA","North America",2350,"22. East Asian Wild","22.5 Taiwanese Wild 3"
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/ADH/RunsSolexa/130812_FLUOR_D2C6RACXX/BCM_ADHOSW_4_1_D2C6RACXX.IND21_clean.fastq.gz",286.58,"1011","ERR1309064","","T7_b","ADH","Babler State Park_MO_USA","Tree","USA","North America",2067,"18. Asian Fermentation","18.7 Mantou 3"
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/ADI/RunsSolexa/130812_FLUOR_D2C6RACXX/BCM_ADIOSW_4_1_D2C6RACXX.IND22_clean.fastq.gz",220.39,"1011","ERR1308593","","YJM981_b","ADI","Italy","Human_clinical","Italy","Europe",438,"1. Wine","1.3 Italian Clinical"
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/ADK/RunsSolexa/130725_FLUOR_D2BT6ACXX/BCM_ADKOSW_8_1_D2BT6ACXX.IND6_clean.fastq.gz",223.54,"1011","ERR1308807","","CLIB208_1","ADK","Shanaong_China","Bakery","China","Asia",1587,"16. USA Clinical 1",NA
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/ADL/RunsSolexa/130812_FLUOR_D2C6RACXX/BCM_ADLOSW_4_1_D2C6RACXX.IND23_clean.fastq.gz",216.23,"1011","ERR1309122","","CLIB318_1","ADL","Netherlands","Bakery","Netherlands","Europe",1382,"11. Mixed Origins",NA
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/ADM/RunsSolexa/130813_CARBONE_D2BM7ACXX/BCM_ADMOSW_2_1_D2BM7ACXX.IND5_clean.fastq.gz",298.37,"1011","ERR1309212","","CLIB324_2","ADM","Vietnam","Bakery","Vietnam","Asia",1401,"11. Mixed Origins",NA
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/ADN/RunsSolexa/130812_FLUOR_D2C6RACXX/BCM_ADNOSW_4_1_D2C6RACXX.IND24_clean.fastq.gz",207.33,"1011","ERR1309159","","K1_1","ADN","Japan","Sake","Japan","Asia",1994,"18. Asian Fermentation","18.4 Sake"
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/ADP/RunsSolexa/130813_CARBONE_D2C7RACXX/BCM_ADPOSW_3_1_D2C7RACXX.IND4_clean.fastq.gz",267.09,"1011","ERR1308698","","Y6_b","ADP","French Guiana",NA,"French Guiana","South America",1317,"11. Mixed Origins",NA
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/ADQ/RunsSolexa/130812_FLUOR_D2C6RACXX/BCM_ADQOSW_4_1_D2C6RACXX.IND1_clean.fastq.gz",208.05,"1011","ERR1309029","","K12_2","ADQ","Japan","Sake","Japan","Asia",1986,"18. Asian Fermentation","18.4 Sake"
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/ADR/RunsSolexa/130812_FLUOR_D2C6RACXX/BCM_ADROSW_4_1_D2C6RACXX.IND2_clean.fastq.gz",225.93,"1011","ERR1308788","","M22_1b","ADR","Italy","Wine","Italy","Europe",175,"1. Wine",NA
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/ADS/RunsSolexa/130812_FLUOR_D2C6RACXX/BCM_ADSOSW_4_1_D2C6RACXX.IND3_clean.fastq.gz",210.41,"1011","ERR1309526","","T73_1b","ADS","Alicante_Spain","Wine","Spain","Europe",335,"1. Wine",NA
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/ADT/RunsSolexa/130917_CARBONE_D2GBHACXX/BCM_ADTOSW_4_1_D2GBHACXX.IND8_clean.fastq.gz",266.88,"1011","ERR1309028","","CBS7765","ADT","Sweden_Goteborg","Nature","Sweden","Europe",1469,"12. Lab Strains",NA
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/ADV/RunsSolexa/130918_PHOSPHORE_C2FGAACXX/BCM_ADVOSW_4_1_C2FGAACXX.IND9_clean.fastq.gz",218.53,"1011","ERR1309484","","CBS7903","ADV","Nigeria","Palm wine","Nigeria","Africa",2170,"21. African Palm Wine",NA
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/AEA/RunsSolexa/130725_FLUOR_D2BT6ACXX/BCM_AEAOSW_8_1_D2BT6ACXX.IND21_clean.fastq.gz",208.71,"1011","ERR1309406","","CBS7958","AEA","Sao Paulo_Brazil","Industrial","Brazil","South America",1082,"8. Belgium Beer",NA
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/AEB/RunsSolexa/130725_FLUOR_D2BT6ACXX/BCM_AEBOSW_8_1_D2BT6ACXX.IND22_clean.fastq.gz",211.86,"1011","ERR1309300","","CBS1171","AEB","Oranjeboom brewery_Rotterdam_Netherlands","Beer","Netherlands","Europe",1169,"10. UK Beer",NA
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/AEC/RunsSolexa/130725_FLUOR_D2BT6ACXX/BCM_AECOSW_8_1_D2BT6ACXX.IND23_clean.fastq.gz",111.36,"1011","ERR1309314","","CBS1248","AEC",NA,"Beer",NA,NA,1194,"10. UK Beer",NA
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/AEE/RunsSolexa/130813_CARBONE_D2C7RACXX/BCM_AEEOSW_3_1_D2C7RACXX.IND3_clean.fastq.gz",222.67,"1011","ERR1309047","","CBS2441","AEE",NA,"Distillery",NA,NA,1779,"18. Asian Fermentation","18.2 Mantou 2"
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/AEF/RunsSolexa/130725_FLUOR_D2BT6ACXX/BCM_AEFOSW_8_1_D2BT6ACXX.IND1_clean.fastq.gz",251.63,"1011","ERR1308873","","CBS6414","AEF","Japan","Sake","Japan","Asia",1967,"18. Asian Fermentation","18.4 Sake"
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/AEG/RunsSolexa/130725_FLUOR_D2BT6ACXX/BCM_AEGOSW_8_1_D2BT6ACXX.IND7_clean.fastq.gz",254.96,"1011","ERR1308731","","CBS7962","AEG","Brazil","Industrial","Brazil","South America",845,"4. Brazilian Bioethanol",NA
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/AEH/RunsSolexa/130813_CARBONE_D2C7RACXX/BCM_AEHOSW_3_1_D2C7RACXX.IND8_clean.fastq.gz",270.27,"1011","ERR1308847","","CBS7964","AEH","Brazil","Industrial","Brazil","South America",848,"4. Brazilian Bioethanol",NA
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/AEI/RunsSolexa/130813_CARBONE_D2C7RACXX/BCM_AEIOSW_3_1_D2C7RACXX.IND6_clean.fastq.gz",239.66,"1011","ERR1308980","","CBS1428","AEI",NA,"Bakery",NA,NA,1798,"18. Asian Fermentation","18.3 Baiju"
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/AEK/RunsSolexa/130813_CARBONE_D2C7RACXX/BCM_AEKOSW_3_1_D2C7RACXX.IND9_clean.fastq.gz",302.59,"1011","ERR1308639","","CBS4079","AEK","Spain","Wine","Spain","Europe",737,"1. Wine","1.8 Georgian Wine"
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/AEL/RunsSolexa/130813_CARBONE_D2C7RACXX/BCM_AELOSW_3_1_D2C7RACXX.IND10_clean.fastq.gz",212.62,"1011","ERR1309101","","CBS1394","AEL",NA,"Distillery",NA,NA,1774,"18. Asian Fermentation","18.2 Mantou 2"
"/ccc/store/cont007/fg0006/fg0006/rawdata/projet_BCM/AEM/RunsSolexa/130813_CARBONE_D2C7RACXX/BCM_AEMOSW_3_1_D2C7RACXX.IND11_clean.fastq.gz",201.34,"1011","ERR1308627","","CBS2973","AEM",NA,"Beer",NA,NA,1301,"11. Mixed Origins",NA
